WB_id,module
WBGene00019246,2
WBGene00013906,0
WBGene00022599,1
WBGene00011440,1
WBGene00019510,2
WBGene00001945,4
WBGene00019537,2
WBGene00007055,4
WBGene00003989,1
WBGene00019800,1
WBGene00000977,3
WBGene00001226,1
WBGene00004981,2
WBGene00019830,4
WBGene00011286,4
WBGene00002083,1
WBGene00013577,4
WBGene00001231,2
WBGene00014826,4
WBGene00021852,2
WBGene00006945,1
WBGene00012964,2
WBGene00018271,2
WBGene00007350,2
WBGene00000067,1
WBGene00017245,1
WBGene00006662,4
WBGene00013586,0
WBGene00015282,2
WBGene00013740,1
WBGene00016844,1
WBGene00015076,0
WBGene00004227,0
WBGene00022739,2
WBGene00007460,4
WBGene00017892,1
WBGene00020184,1
WBGene00017283,2
WBGene00001774,2
WBGene00020068,1
WBGene00004014,2
WBGene00012665,1
WBGene00007001,2
WBGene00020269,1
WBGene00018953,4
WBGene00002244,2
WBGene00007764,4
WBGene00006684,0
WBGene00010872,3
WBGene00011042,3
WBGene00014244,2
WBGene00018204,0
WBGene00001446,0
WBGene00010665,4
WBGene00020592,1
WBGene00008583,2
WBGene00006686,4
WBGene00019233,0
WBGene00011488,1
WBGene00020902,2
WBGene00020148,4
WBGene00012738,2
WBGene00020706,4
WBGene00017342,4
WBGene00016234,4
WBGene00000788,2
WBGene00008780,4
WBGene00011803,1
WBGene00020142,0
WBGene00007302,0
WBGene00011344,4
WBGene00018744,1
WBGene00014016,0
WBGene00013672,4
WBGene00021757,2
WBGene00008123,1
WBGene00006724,2
WBGene00021351,2
WBGene00009380,4
WBGene00021888,1
WBGene00000381,1
WBGene00013340,1
WBGene00012977,2
WBGene00008832,3
WBGene00008603,4
WBGene00044481,1
WBGene00010015,2
WBGene00001501,0
WBGene00011481,1
WBGene00018984,2
WBGene00009092,2
WBGene00003599,4
WBGene00002804,1
WBGene00001758,2
WBGene00044183,4
WBGene00012714,2
WBGene00001452,3
WBGene00017515,4
WBGene00013647,4
WBGene00017719,1
WBGene00016103,1
WBGene00008040,4
WBGene00000391,1
WBGene00016894,4
WBGene00003725,4
WBGene00008401,1
WBGene00015965,2
WBGene00007000,2
WBGene00016866,0
WBGene00022180,2
WBGene00015676,1
WBGene00006705,0
WBGene00020219,4
WBGene00015551,0
WBGene00011112,1
WBGene00011232,2
WBGene00001233,1
WBGene00003925,1
WBGene00006512,1
WBGene00012825,4
WBGene00015042,4
WBGene00001154,1
WBGene00010405,1
WBGene00004144,4
WBGene00022615,2
WBGene00006604,1
WBGene00194641,4
WBGene00012992,2
WBGene00008258,2
WBGene00021276,2
WBGene00018341,2
WBGene00017834,4
WBGene00008409,2
WBGene00013311,1
WBGene00006924,2
WBGene00017948,1
WBGene00007508,4
WBGene00016142,1
WBGene00014058,4
WBGene00001234,2
WBGene00002077,2
WBGene00002497,1
WBGene00014249,2
WBGene00008494,4
WBGene00012713,2
WBGene00004382,4
WBGene00001635,1
WBGene00003573,0
WBGene00002879,2
WBGene00007712,2
WBGene00001423,2
WBGene00018872,0
WBGene00000383,4
WBGene00007630,1
WBGene00014083,2
WBGene00010139,1
WBGene00000266,1
WBGene00021248,2
WBGene00003815,2
WBGene00000298,0
WBGene00018866,2
WBGene00012466,0
WBGene00007395,4
WBGene00021890,0
WBGene00022722,1
WBGene00003130,2
WBGene00012610,0
WBGene00000800,1
WBGene00021466,2
WBGene00020909,4
WBGene00001427,2
WBGene00008617,0
WBGene00020216,1
WBGene00008692,1
WBGene00000475,2
WBGene00002005,1
WBGene00010985,3
WBGene00001840,2
WBGene00022181,3
WBGene00044344,1
WBGene00004233,2
WBGene00019232,4
WBGene00015552,4
WBGene00009291,4
WBGene00019748,4
WBGene00015350,0
WBGene00001439,0
WBGene00016340,0
WBGene00006603,1
WBGene00006447,2
WBGene00006964,2
WBGene00012366,0
WBGene00011018,4
WBGene00003390,2
WBGene00009211,2
WBGene00013997,2
WBGene00002981,4
WBGene00012126,1
WBGene00007605,4
WBGene00006059,1
WBGene00016407,4
WBGene00022797,4
WBGene00015250,0
WBGene00003893,4
WBGene00000883,2
WBGene00022793,1
WBGene00000503,4
WBGene00019380,2
WBGene00003568,4
WBGene00004302,1
WBGene00010097,1
WBGene00020097,1
WBGene00019645,3
WBGene00001020,1
WBGene00011849,3
WBGene00002980,4
WBGene00010480,3
WBGene00011899,0
WBGene00009797,4
WBGene00004210,1
WBGene00011222,0
WBGene00007992,3
WBGene00022738,2
WBGene00018732,4
WBGene00001113,1
WBGene00010766,2
WBGene00011412,2
WBGene00012361,2
WBGene00011730,2
WBGene00009578,4
WBGene00018758,4
WBGene00021512,1
WBGene00018293,2
WBGene00006626,1
WBGene00008781,2
WBGene00017816,2
WBGene00009033,0
WBGene00015461,2
WBGene00017319,2
WBGene00022046,2
WBGene00011006,1
WBGene00045433,2
WBGene00006472,1
WBGene00022122,1
WBGene00017336,4
WBGene00003957,2
WBGene00019284,4
WBGene00019678,2
WBGene00021754,1
WBGene00002070,1
WBGene00021624,0
WBGene00016250,1
WBGene00007073,1
WBGene00010560,2
WBGene00001240,1
WBGene00016913,1
WBGene00000179,1
WBGene00008027,4
WBGene00000933,2
WBGene00017149,1
WBGene00013039,4
WBGene00015369,4
WBGene00008428,2
WBGene00000877,2
WBGene00011586,4
WBGene00017085,2
WBGene00006700,2
WBGene00016101,4
WBGene00004506,1
WBGene00020576,2
WBGene00002037,1
WBGene00019893,1
WBGene00011285,4
WBGene00011182,2
WBGene00009028,0
WBGene00012945,4
WBGene00011638,1
WBGene00022178,0
WBGene00003697,0
WBGene00006936,2
WBGene00015249,0
WBGene00003926,1
WBGene00004461,1
WBGene00011059,2
WBGene00001089,2
WBGene00206525,3
WBGene00002256,2
WBGene00016140,1
WBGene00008444,4
WBGene00000731,2
WBGene00012123,1
WBGene00020600,2
WBGene00009367,2
WBGene00013668,1
WBGene00008646,2
WBGene00010177,4
WBGene00018362,2
WBGene00003799,2
WBGene00007455,4
WBGene00019436,4
WBGene00021073,2
WBGene00013481,4
WBGene00017510,4
WBGene00013983,2
WBGene00012013,4
WBGene00006915,1
WBGene00001333,1
WBGene00020437,1
WBGene00004411,2
WBGene00015947,4
WBGene00004156,1
WBGene00016097,4
WBGene00003928,1
WBGene00015777,1
WBGene00010018,4
WBGene00016496,1
WBGene00023500,1
WBGene00003829,2
WBGene00004825,0
WBGene00013765,1
WBGene00013018,1
WBGene00010277,2
WBGene00004188,2
WBGene00011759,1
WBGene00016500,4
WBGene00013633,0
WBGene00003696,1
WBGene00004915,2
WBGene00007784,2
WBGene00004788,1
WBGene00016934,1
WBGene00008408,2
WBGene00001229,2
WBGene00020836,1
WBGene00001395,4
WBGene00012887,2
WBGene00016716,4
WBGene00001819,2
WBGene00044321,2
WBGene00017984,2
WBGene00016653,2
WBGene00011775,1
WBGene00020682,2
WBGene00018891,2
WBGene00010677,1
WBGene00019209,1
WBGene00019162,2
WBGene00020683,1
WBGene00015497,4
WBGene00001772,1
WBGene00019617,2
WBGene00018492,4
WBGene00007696,1
WBGene00022148,2
WBGene00011026,0
WBGene00013073,2
WBGene00013899,4
WBGene00008412,4
WBGene00009082,1
WBGene00004502,1
WBGene00017364,0
WBGene00000894,4
WBGene00011099,0
WBGene00020854,0
WBGene00000111,1
WBGene00007235,1
WBGene00019481,1
WBGene00020499,2
WBGene00003963,1
WBGene00010094,1
WBGene00021844,1
WBGene00019968,4
WBGene00018294,4
WBGene00012728,2
WBGene00001328,0
WBGene00015501,4
WBGene00002060,2
WBGene00004234,4
WBGene00022235,2
WBGene00016877,2
WBGene00012185,0
WBGene00019673,2
WBGene00006666,2
WBGene00007666,4
WBGene00004304,2
WBGene00018156,1
WBGene00017241,1
WBGene00009384,4
WBGene00008435,4
WBGene00020258,2
WBGene00020919,1
WBGene00012819,0
WBGene00022373,2
WBGene00006781,1
WBGene00015133,2
WBGene00004231,4
WBGene00007394,2
WBGene00000722,1
WBGene00012144,4
WBGene00001227,2
WBGene00006523,4
WBGene00017028,1
WBGene00010407,4
WBGene00021909,0
WBGene00006656,3
WBGene00022470,1
WBGene00006734,1
WBGene00004138,4
WBGene00018159,1
WBGene00002247,1
WBGene00001169,1
WBGene00003902,2
WBGene00007638,0
WBGene00000740,1
WBGene00018893,2
WBGene00000920,1
WBGene00001455,3
WBGene00022072,0
WBGene00012342,2
WBGene00002084,0
WBGene00011694,1
WBGene00019885,4
WBGene00005657,1
WBGene00015814,2
WBGene00000502,1
WBGene00017613,4
WBGene00018967,2
WBGene00019235,0
WBGene00007507,3
WBGene00009542,1
WBGene00004978,2
WBGene00008628,4
WBGene00013946,2
WBGene00010725,1
WBGene00006921,1
WBGene00012834,2
WBGene00003795,2
WBGene00003522,1
WBGene00019983,1
WBGene00013905,0
WBGene00002080,1
WBGene00009982,1
WBGene00007686,2
WBGene00022261,1
WBGene00004189,1
WBGene00019127,1
WBGene00004465,1
WBGene00007414,4
WBGene00010019,4
WBGene00000182,1
WBGene00004504,1
WBGene00000378,1
WBGene00017060,4
WBGene00003858,0
WBGene00012497,2
WBGene00000898,4
WBGene00018046,1
WBGene00007919,0
WBGene00003744,3
WBGene00015620,1
WBGene00001000,1
WBGene00015040,4
WBGene00010251,4
WBGene00006590,1
WBGene00020160,1
WBGene00002071,1
WBGene00004177,0
WBGene00011284,4
WBGene00006826,1
WBGene00020601,2
WBGene00021686,2
WBGene00007878,4
WBGene00006574,2
WBGene00003922,1
WBGene00003730,1
WBGene00010116,2
WBGene00017044,2
WBGene00010925,1
WBGene00004015,2
WBGene00012928,1
WBGene00021587,4
WBGene00003738,2
WBGene00008988,4
WBGene00022798,4
WBGene00001566,2
WBGene00007855,4
WBGene00001045,1
WBGene00000197,1
WBGene00016134,2
WBGene00018911,2
WBGene00020593,1
WBGene00012494,1
WBGene00001591,4
WBGene00014697,4
WBGene00011050,4
WBGene00019300,0
WBGene00001029,2
WBGene00022781,0
WBGene00219316,4
WBGene00000282,4
WBGene00016235,1
WBGene00016302,4
WBGene00007927,1
WBGene00271821,0
WBGene00010723,0
WBGene00022401,4
WBGene00021534,1
WBGene00021930,1
WBGene00009189,2
WBGene00016014,2
WBGene00018045,2
WBGene00018781,1
WBGene00006916,0
WBGene00019782,4
WBGene00003962,1
WBGene00013898,4
WBGene00008572,4
WBGene00011158,4
WBGene00019323,1
WBGene00019381,4
WBGene00000901,1
WBGene00001479,4
WBGene00001303,1
WBGene00021789,2
WBGene00001456,1
WBGene00003923,1
WBGene00009342,1
WBGene00000215,2
WBGene00019497,4
WBGene00017101,1
WBGene00003482,1
WBGene00015916,2
WBGene00020869,0
WBGene00000534,4
WBGene00002025,2
WBGene00007950,0
WBGene00017435,2
WBGene00007952,1
WBGene00017095,4
WBGene00003921,1
WBGene00016513,4
WBGene00014081,0
WBGene00022851,2
WBGene00017217,1
WBGene00000550,2
WBGene00014125,4
WBGene00022792,2
WBGene00012316,2
WBGene00003162,1
WBGene00001166,2
WBGene00021921,1
WBGene00011097,0
WBGene00019017,1
WBGene00015352,1
WBGene00019636,4
WBGene00022115,0
WBGene00019105,4
WBGene00010582,2
WBGene00013238,1
WBGene00018823,1
WBGene00013146,4
WBGene00000401,1
WBGene00014013,4
WBGene00016093,1
WBGene00007890,4
WBGene00020687,2
WBGene00003411,4
WBGene00002069,4
WBGene00003796,2
WBGene00000541,2
WBGene00001057,2
WBGene00007681,2
WBGene00012070,0
WBGene00003746,4
WBGene00017127,4
WBGene00019275,2
WBGene00012386,1
WBGene00017799,1
WBGene00003567,2
WBGene00018729,4
WBGene00012383,0
WBGene00008447,0
WBGene00021112,1
WBGene00001258,2
WBGene00022131,1
WBGene00021681,2
WBGene00044650,4
WBGene00004085,1
WBGene00022188,2
WBGene00011292,4
WBGene00015941,2
WBGene00002273,1
WBGene00022087,1
WBGene00008762,2
WBGene00009050,4
WBGene00015776,4
WBGene00001815,2
WBGene00019693,1
WBGene00001459,0
WBGene00002253,4
WBGene00010624,1
WBGene00000931,2
WBGene00001454,3
WBGene00009674,1
WBGene00021595,2
WBGene00001430,1
WBGene00021826,1
WBGene00003678,0
WBGene00018621,4
WBGene00009533,4
WBGene00016837,2
WBGene00003148,1
WBGene00003948,1
WBGene00000765,1
WBGene00007833,0
WBGene00008274,1
WBGene00010701,2
WBGene00022119,1
WBGene00022026,4
WBGene00016114,4
WBGene00021134,4
WBGene00004698,2
WBGene00011995,0
WBGene00019466,4
WBGene00003072,0
WBGene00007900,4
WBGene00018827,1
WBGene00006530,1
WBGene00009503,0
WBGene00002048,4
WBGene00004134,1
WBGene00021660,2
WBGene00009702,0
WBGene00019263,0
WBGene00007226,4
WBGene00003762,2
WBGene00010115,0
WBGene00001230,2
WBGene00008891,2
WBGene00021597,4
WBGene00019487,0
WBGene00016104,1
WBGene00003798,1
WBGene00017979,4
WBGene00019353,0
WBGene00002044,1
WBGene00018961,2
WBGene00020224,4
WBGene00002153,1
WBGene00004727,4
WBGene00008926,4
WBGene00017478,3
WBGene00021312,4
WBGene00017331,0
WBGene00006607,2
WBGene00021047,0
WBGene00001431,2
WBGene00011561,4
WBGene00009955,3
WBGene00017830,2
WBGene00011270,4
WBGene00014096,4
WBGene00009515,2
WBGene00011605,1
WBGene00011304,4
WBGene00004271,4
WBGene00012469,2
WBGene00019813,1
WBGene00001744,1
WBGene00001047,1
WBGene00013025,1
WBGene00007958,4
WBGene00008678,4
WBGene00018604,1
WBGene00017045,4
WBGene00010244,4
WBGene00021715,2
WBGene00010796,0
WBGene00020423,1
WBGene00003036,2
WBGene00002850,2
WBGene00003677,0
WBGene00000136,2
WBGene00004914,2
WBGene00021335,4
WBGene00012018,1
WBGene00044181,0
WBGene00010488,4
WBGene00009106,4
WBGene00001498,2
WBGene00008514,2
WBGene00013213,2
WBGene00004468,1
WBGene00004501,1
WBGene00004068,4
WBGene00015251,3
WBGene00020054,1
WBGene00007556,1
WBGene00011939,2
WBGene00011639,4
WBGene00010440,4
WBGene00007544,0
WBGene00014176,2
WBGene00010437,2
WBGene00016011,1
WBGene00018226,4
WBGene00010670,1
WBGene00015425,2
WBGene00011052,0
WBGene00007362,0
WBGene00017163,1
WBGene00009842,0
WBGene00010845,2
WBGene00019629,1
WBGene00020200,4
WBGene00011679,1
WBGene00013654,1
WBGene00022382,4
WBGene00012659,1
WBGene00022610,0
WBGene00019427,4
WBGene00020736,4
WBGene00004702,1
WBGene00044433,4
WBGene00003753,4
WBGene00017362,1
WBGene00013168,1
WBGene00004755,1
WBGene00002637,2
WBGene00011328,4
WBGene00009809,3
WBGene00003055,1
WBGene00018932,2
WBGene00004208,0
WBGene00001476,4
WBGene00013242,4
WBGene00010945,3
WBGene00019679,2
WBGene00017126,4
WBGene00022540,4
WBGene00001262,4
WBGene00007207,1
WBGene00010330,1
WBGene00016396,0
WBGene00020383,1
WBGene00013575,1
WBGene00018334,4
WBGene00022056,1
WBGene00008625,4
WBGene00001637,1
WBGene00015043,4
WBGene00010984,2
WBGene00008522,0
WBGene00003924,1
WBGene00018533,1
WBGene00003392,2
WBGene00015956,1
WBGene00015286,4
WBGene00001781,4
WBGene00000286,4
WBGene00000896,1
WBGene00018762,2
WBGene00003794,2
WBGene00012326,4
WBGene00008647,0
WBGene00008886,0
WBGene00020191,2
WBGene00016964,2
WBGene00019298,0
WBGene00004214,1
WBGene00003721,4
WBGene00018161,1
WBGene00011302,1
WBGene00001955,0
WBGene00019658,2
WBGene00006591,4
WBGene00011526,1
WBGene00007957,0
WBGene00044640,4
WBGene00020263,2
WBGene00007859,2
WBGene00015399,4
WBGene00013926,4
WBGene00011850,4
WBGene00004888,2
WBGene00009118,1
WBGene00015868,4
WBGene00017838,0
WBGene00015400,4
WBGene00003953,1
WBGene00004933,4
WBGene00004467,1
WBGene00017749,2
WBGene00015413,2
WBGene00021237,4
WBGene00003693,0
WBGene00004025,1
WBGene00020742,2
WBGene00006663,0
WBGene00002039,1
WBGene00014054,2
WBGene00008459,1
WBGene00016508,2
WBGene00022114,1
WBGene00006942,1
WBGene00015599,0
WBGene00012750,3
WBGene00004249,4
WBGene00044811,1
WBGene00007443,2
WBGene00010055,2
WBGene00011758,1
WBGene00022258,0
WBGene00014258,0
WBGene00002045,2
WBGene00009045,2
WBGene00012484,1
WBGene00008405,1
WBGene00008323,0
WBGene00006675,2
WBGene00303021,2
WBGene00018656,1
WBGene00004464,1
WBGene00017620,0
WBGene00022037,1
WBGene00011392,4
WBGene00009978,4
WBGene00011692,4
WBGene00007564,2
WBGene00018017,1
WBGene00018431,2
WBGene00009829,1
WBGene00015889,4
WBGene00015434,4
WBGene00013874,2
WBGene00000941,2
WBGene00019113,4
WBGene00044737,0
WBGene00017969,1
WBGene00013637,0
WBGene00013900,4
WBGene00005602,4
WBGene00015633,4
WBGene00011098,4
WBGene00002229,2
WBGene00022044,2
WBGene00000785,2
WBGene00010320,3
WBGene00019433,1
WBGene00019276,2
WBGene00015713,1
WBGene00018853,1
WBGene00001087,4
WBGene00219373,0
WBGene00010785,2
WBGene00012015,1
WBGene00011953,1
WBGene00006491,1
WBGene00003801,2
WBGene00021176,4
WBGene00006572,2
WBGene00044094,1
WBGene00017484,4
WBGene00008971,4
WBGene00007105,1
WBGene00003610,0
WBGene00021783,1
WBGene00003756,4
WBGene00016995,1
WBGene00019759,1
WBGene00009237,1
WBGene00018782,1
WBGene00021567,4
WBGene00011281,1
WBGene00020391,1
WBGene00008914,3
WBGene00013263,1
WBGene00019322,1
WBGene00006408,1
WBGene00013578,4
WBGene00022386,0
WBGene00010232,4
WBGene00022441,4
WBGene00021482,0
WBGene00022144,4
WBGene00020886,4
WBGene00019166,4
WBGene00021322,1
WBGene00012641,4
WBGene00006608,4
WBGene00002001,2
WBGene00009386,4
WBGene00016888,1
WBGene00013156,2
WBGene00019886,1
WBGene00009583,1
WBGene00022176,1
WBGene00013361,1
WBGene00009439,4
WBGene00006613,2
WBGene00019388,4
WBGene00008354,1
WBGene00003589,4
WBGene00003606,4
WBGene00016506,0
WBGene00012697,2
WBGene00001225,2
WBGene00010713,1
WBGene00020549,1
WBGene00004466,1
WBGene00000380,1
WBGene00002275,2
WBGene00044779,4
WBGene00020317,4
WBGene00009653,1
WBGene00045516,4
WBGene00008774,2
WBGene00016664,1
WBGene00006529,1
WBGene00006786,0
WBGene00006720,4
WBGene00008506,1
WBGene00000225,1
WBGene00016422,1
WBGene00013924,1
WBGene00003652,1
WBGene00007971,2
WBGene00010703,1
WBGene00015326,2
WBGene00007972,2
WBGene00006856,1
WBGene00000990,1
WBGene00013111,0
WBGene00015759,0
WBGene00011705,0
WBGene00003949,1
WBGene00012445,0
WBGene00001396,0
WBGene00008043,1
WBGene00015515,2
WBGene00008615,4
WBGene00017768,2
WBGene00005078,2
WBGene00006815,1
WBGene00012804,1
WBGene00013382,2
WBGene00020932,2
WBGene00011353,2
WBGene00012216,0
WBGene00020479,1
WBGene00019741,4
WBGene00017785,4
WBGene00045387,4
WBGene00013880,1
WBGene00009818,2
WBGene00020995,4
WBGene00000370,4
WBGene00003951,1
WBGene00021420,1
WBGene00001068,1
WBGene00020469,4
WBGene00018836,2
WBGene00001464,0
WBGene00012934,1
WBGene00019854,4
WBGene00004318,2
WBGene00012351,0
WBGene00006575,4
WBGene00021268,3
WBGene00013324,2
WBGene00002152,2
WBGene00012886,4
WBGene00020717,2
WBGene00003622,1
WBGene00018008,1
WBGene00001309,2
WBGene00014099,0
WBGene00006640,1
WBGene00010070,1
WBGene00004875,2
WBGene00044525,4
WBGene00004336,4
WBGene00016677,4
WBGene00010075,1
WBGene00019593,4
WBGene00007050,2
WBGene00018380,0
WBGene00015927,1
WBGene00017726,4
WBGene00019727,1
WBGene00044471,4
WBGene00020849,0
WBGene00006536,1
WBGene00020808,1
WBGene00018564,4
WBGene00271795,0
WBGene00016670,4
WBGene00011064,1
WBGene00008389,4
WBGene00002000,2
WBGene00012722,2
WBGene00013007,1
WBGene00009559,1
WBGene00004874,2
WBGene00020208,3
WBGene00022042,2
WBGene00013020,4
WBGene00006823,0
WBGene00017098,2
WBGene00019148,1
WBGene00003986,1
WBGene00021133,2
WBGene00016412,1
WBGene00017800,1
WBGene00005117,4
WBGene00007312,1
WBGene00012980,4
WBGene00006489,2
WBGene00001852,4
WBGene00013950,4
WBGene00016195,1
WBGene00003952,1
WBGene00010730,4
WBGene00013516,4
WBGene00018913,4
WBGene00003544,0
WBGene00021469,4
WBGene00001320,1
WBGene00021170,2
WBGene00017571,1
WBGene00009057,1
WBGene00017306,0
WBGene00013920,2
WBGene00013151,2
WBGene00015476,0
WBGene00016119,4
WBGene00019918,4
WBGene00010941,1
WBGene00020999,1
WBGene00012652,2
WBGene00012555,1
WBGene00001073,1
WBGene00018897,1
WBGene00016411,2
WBGene00016391,1
WBGene00012205,2
WBGene00002079,2
WBGene00020315,4
WBGene00007555,4
WBGene00022816,1
WBGene00021427,1
WBGene00011185,0
WBGene00004386,1
WBGene00000123,2
WBGene00009787,0
WBGene00007435,1
WBGene00015055,0
WBGene00000273,4
WBGene00006701,4
WBGene00077526,0
WBGene00007647,3
WBGene00003649,0
WBGene00020691,1
WBGene00004703,2
WBGene00011740,2
WBGene00001330,1
WBGene00017464,4
WBGene00004923,0
WBGene00008042,2
WBGene00004388,1
WBGene00004187,1
WBGene00020813,0
WBGene00008458,2
WBGene00021475,2
WBGene00013267,2
WBGene00020083,1
WBGene00009654,1
WBGene00001331,1
WBGene00022493,2
WBGene00010812,2
WBGene00017950,0
WBGene00003635,4
WBGene00008777,0
WBGene00022643,4
WBGene00007479,1
WBGene00020135,0
WBGene00015695,2
WBGene00004732,1
WBGene00011289,4
WBGene00007765,0
WBGene00008053,1
WBGene00000277,4
WBGene00003870,2
WBGene00006431,4
WBGene00010746,4
WBGene00011003,0
WBGene00015124,2
WBGene00022864,4
WBGene00002268,4
WBGene00000675,0
WBGene00016641,1
WBGene00010178,1
WBGene00016631,2
WBGene00021830,2
WBGene00012148,4
WBGene00008411,1
WBGene00011043,2
WBGene00011932,1
WBGene00017300,2
WBGene00011364,0
WBGene00021956,4
WBGene00013046,4
WBGene00006307,1
WBGene00008205,0
WBGene00017681,1
WBGene00014017,4
WBGene00009521,1
WBGene00022063,4
WBGene00000978,4
WBGene00219274,0
WBGene00016509,4
WBGene00020446,0
WBGene00017303,0
WBGene00017961,0
WBGene00016714,2
WBGene00006794,1
WBGene00010720,1
WBGene00022440,4
WBGene00003632,0
WBGene00006366,1
WBGene00013244,0
WBGene00006982,4
WBGene00022463,2
WBGene00000923,2
WBGene00018150,4
WBGene00009594,0
WBGene00019365,0
WBGene00007750,0
WBGene00001069,1
WBGene00021752,1
WBGene00044324,1
WBGene00004918,2
WBGene00021702,3
WBGene00013958,2
WBGene00016345,4
WBGene00011839,4
WBGene00023408,4
WBGene00018036,1
WBGene00001769,4
WBGene00012966,2
WBGene00009352,2
WBGene00016734,4
WBGene00302980,1
WBGene00012556,1
WBGene00000172,1
WBGene00022416,1
WBGene00013321,1
WBGene00018743,1
WBGene00004916,2
WBGene00019488,4
WBGene00003123,1
WBGene00000549,1
WBGene00009133,1
WBGene00003062,2
WBGene00008624,2
WBGene00004194,1
WBGene00006706,1
WBGene00007989,0
WBGene00001031,1
WBGene00009801,0
WBGene00011239,2
WBGene00017133,4
WBGene00006515,2
WBGene00004503,1
WBGene00000236,4
WBGene00021876,4
WBGene00008485,4
WBGene00002075,1
WBGene00018960,2
WBGene00001444,4
WBGene00022253,2
WBGene00015949,1
WBGene00000479,1
WBGene00008591,0
WBGene00002073,2
WBGene00006897,2
WBGene00006565,1
WBGene00012550,1
WBGene00019836,2
WBGene00019884,0
WBGene00003528,4
WBGene00022057,2
WBGene00021497,4
WBGene00009966,2
WBGene00010262,4
WBGene00017667,3
WBGene00018406,0
WBGene00009996,4
WBGene00006372,4
WBGene00014098,4
WBGene00021857,2
WBGene00017169,1
WBGene00011032,2
WBGene00001448,4
WBGene00007017,2
WBGene00021933,1
WBGene00019734,4
WBGene00017003,1
WBGene00011517,4
WBGene00001581,1
WBGene00007685,4
WBGene00011883,4
WBGene00003947,1
WBGene00022130,0
WBGene00022107,2
WBGene00002107,3
WBGene00018951,1
WBGene00001858,4
WBGene00018426,1
WBGene00009187,2
WBGene00007509,3
WBGene00020703,0
WBGene00014175,4
WBGene00004878,0
WBGene00018318,0
WBGene00023485,0
