WB_id,exclusive_detection_contrast,logFC_PFOSA,FDR_PFOSA,logFC_PFBSA,FDR_PFBSA,logFC_PFOS,FDR_PFOS,logFC_PFNA,FDR_PFNA,logFC_PFOA,FDR_PFOA,logFC_GenX,FDR_GenX,logFC_PFEESA,FDR_PFEESA,logFC_PFBS,FDR_PFBS,logFC_PFPeA,FDR_PFPeA,logFC_PFBA,FDR_PFBA
WBGene00000112,PFOSA,-0.398896126,9.45033336967449e-07,0.101146120022337,0.300209020087206,0.0356887248251025,0.999139297746776,-0.0487967504680717,0.887500524034049,0.0473551039641539,0.998843368542314,0.050872298,0.88717778,0.0158893420211083,0.939390161844412,0.042649650955497,0.820351650983858,-0.0553382427763548,0.52037556011402,0.0515426648852616,0.995085653440974
WBGene00000115,PFOSA,-0.629262041,5.11910913964289e-07,-0.0281612717955981,0.885616442779213,0.0085853688794702,0.999139297746776,-0.0922957563537822,0.851039620932324,-0.0417927313548797,0.998843368542314,0.159169416,0.627511804,0.158654536376038,0.441883885635604,0.168849131870789,0.410643446113228,-0.0443830120940301,0.7536907495934,0.0006520472656515,0.999791059957646
WBGene00000123,PFOSA,-0.563781436,2.2712951774019197e-11,-0.066263409545355,0.46804499001244,-0.0531472397863089,0.999139297746776,-0.044345648385202,0.883956141519084,0.0071831343174738,0.998843368542314,0.001813816,0.994981109,-0.0566313316085984,0.685469916779948,0.0033401050638771,0.986722654716859,-0.117210395342957,0.0920187946818109,0.0271410011962222,0.996809935913162
WBGene00000135,PFOSA,0.288673333,0.029960304,0.172861360305818,0.34682662890027,0.151849066456843,0.999139297746776,0.279894349138826,0.354371457946323,0.157684797578737,0.998843368542314,-0.008495927,0.993671815,0.0106196383727734,0.979939965766919,0.279196611468643,0.208916180713995,0.181536735348988,0.218425244685369,0.235781989159159,0.735976889449084
WBGene00000139,PFOSA,0.61709156,0.000655846,0.0586956084961036,0.857173288390225,-0.137920684724869,0.999139297746776,0.0128234510197112,0.991541214361639,0.153712244470215,0.998843368542314,0.066003152,0.965000289,0.0439345748672691,0.933971166462523,-0.0095098824836459,0.987233637166085,0.260024941908025,0.193313206813885,0.0468777247277551,0.999077252564793
WBGene00000142,PFOSA,-0.231020801,0.004283529,-0.0305849066598473,0.82000217353371,0.0390126017175312,0.999139297746776,0.0458900600851941,0.904529018609519,-0.031582770701044,0.998843368542314,0.109301284,0.65486558,0.0066087801088338,0.979634499437186,0.0780787101061929,0.651888910537299,-0.141545686486079,0.101615536762399,0.0885156944449563,0.965427644940447
WBGene00000143,PFOSA,-0.178797396,0.030308161,0.0279200452700249,0.84258203948855,0.0084096880824999,0.999139297746776,-0.0218835334404676,0.967713948483202,0.0648654390800694,0.998843368542314,-0.024018561,0.970716118,-0.0143020004669217,0.954052599925303,-0.0116853011747281,0.964563911479648,-0.0621008516010524,0.521380721600925,0.0430920200032936,0.996809935913162
WBGene00000145,PFOSA,-0.269274061,0.031270597,-0.0533721849684229,0.795832056530198,-0.0932155480724149,0.999139297746776,0.0190813095277564,0.981921891362343,-0.107811695847067,0.998843368542314,-0.007423514,0.993671815,-0.0195895801793155,0.958635599830332,-0.0995249229610098,0.737651753399676,-0.190230005886993,0.161050321658743,-0.0808871699722907,0.995085653440974
WBGene00000148,PFOSA,-0.441508512,1.46229159724492e-06,-0.0481016230962722,0.711708358334605,-0.0022473735381711,0.999139297746776,-0.0407615591739461,0.921423666353052,0.0192580796564854,0.998843368542314,0.090716948,0.75270051,-0.004050295108991,0.987105483630209,-0.0033298097854331,0.989021118686858,-0.122511742871423,0.17283880452132,0.0155737442852903,0.999077252564793
WBGene00000151,PFOSA,0.226959227,0.003451958,0.0534934880885112,0.653892851596258,0.0333697709933875,0.999139297746776,-0.0260455254503761,0.95790752309713,-0.0545279727202874,0.998843368542314,0.040182113,0.931423336,0.0018221316144313,0.995629807151905,-0.0154332714698699,0.949025421827408,0.0551241399753569,0.547561711925099,0.0372857921557932,0.996809935913162
WBGene00000157,PFOSA,-0.750419698,1.7496214590092702e-09,-0.177498538460882,0.164480594253162,-0.0109892990882498,0.999139297746776,0.0331109108599313,0.95790752309713,0.0619908431912253,0.998843368542314,-0.016076284,0.983863264,0.046429415005252,0.848995675447967,-0.0380933686223044,0.893666155200107,-0.208227223406526,0.0518154987901785,-0.0463861998092859,0.996809935913162
WBGene00000159,PFOSA,-0.384674389,0.000235385,-0.0948578247366448,0.510945467659718,0.0458845961141257,0.999139297746776,0.0536244738869621,0.910314205294311,0.0088110320006417,0.998843368542314,-0.012821193,0.988996103,0.0805531264083797,0.715162431372335,-0.0037232331413408,0.990044699913831,-0.144276180830873,0.188692641980703,-0.0329629756895174,0.999077252564793
WBGene00000160,PFOSA,-0.480951304,2.69738315226595e-06,-0.120138586168144,0.343847417048041,-0.0042626898210221,0.999139297746776,-0.0678065766504508,0.877732011809482,0.018222559318564,0.998843368542314,0.055097083,0.912701069,0.0068198549507584,0.98121116170835,0.0181154550104151,0.950403791584515,-0.14178662651951,0.163978964260045,-0.0715580290914397,0.993862899292639
WBGene00000161,PFOSA,-0.287209615,0.000128675,-0.13326023280316,0.145232816060351,-0.0102922724989441,0.999139297746776,-0.069001264081101,0.806782645684594,0.0289079485906817,0.998843368542314,0.034634253,0.936978279,0.018113031494828,0.927011295890064,0.0050100058029179,0.983770358560275,-0.110982191840441,0.156772865898862,-0.0343529395902134,0.996809935913162
WBGene00000162,PFOSA,-0.200657962,0.01698379,-0.0881899971916369,0.458123866228797,0.018886738101531,0.999139297746776,0.0221562773689863,0.968238168321108,-0.032740963973078,0.998843368542314,0.133988181,0.561332575,0.0094146564607711,0.971716201751248,0.0325979499947739,0.892356537299241,-0.0876011798427233,0.358408273328455,0.0741087621338193,0.981699784488181
WBGene00000164,PFOSA,-0.441617088,2.11861584418122e-06,-0.106696392069334,0.349820289457636,0.0025485166986298,0.999139297746776,0.0395654944242993,0.928146884526677,-0.0863013591281165,0.998843368542314,-0.007128656,0.993671815,0.0912983743260082,0.586938053320887,-0.0028921174531102,0.990525227372326,-0.143446498957016,0.11285265874108,-0.0124301347043447,0.999077252564793
WBGene00000169,PFOSA,0.795611772,7.01062468481684e-05,-0.152630460577309,0.594330138086782,-0.0476102789382217,0.999139297746776,-0.0954569144047038,0.91992403609719,-0.0468635401781778,0.998843368542314,-0.330377827,0.488751823,-0.140636320347101,0.743946113683695,-0.0634443465195559,0.911561934887805,-0.17680757871422,0.42090323760917,-0.124085266699453,0.995085653440974
WBGene00000173,PFOSA,-0.668476968,0.029520281,0.0187831679874754,0.97141424402781,0.26258585982484,0.999139297746776,-0.183125904935506,0.891883683506298,-0.0352338686127968,0.998843368542314,0.038747106,0.988337543,0.0630183778804233,0.937197323731694,0.0191247550711564,0.984164857256549,0.0665943062229068,0.856198545699898,0.284220325692782,0.97340732762958
WBGene00000193,PFOSA,0.391280916,0.035202136,0.125606979447356,0.678334091194083,0.12723727788923,0.999139297746776,-0.0249811054740037,0.986284422891474,-0.205706416470109,0.998843368542314,-0.007494933,0.993671815,-0.0681780047895106,0.895085539582457,-0.08793182726426,0.874121229838584,-0.0793872789126394,0.750620297841928,-0.132880632306997,0.995085653440974
WBGene00000196,PFOSA,-0.324284329,0.0004858,0.0820250861325819,0.52677830625631,0.0687144211434597,0.999139297746776,0.0379228939716341,0.94043150949801,0.125062013271615,0.980809437626125,0.035137652,0.955804976,-0.0488485324847736,0.823549536171664,0.0119362049495401,0.966979922360862,-0.0218419429702085,0.854922285951083,0.135470231400482,0.8698856791048
WBGene00000200,PFOSA,-0.149472765,0.003059525,-0.0608652709529021,0.374654893982642,0.0321047234868058,0.999139297746776,0.0117890645232761,0.972813327375469,-0.0027150450788303,0.998843368542314,0.034755293,0.887599607,0.0746658375349659,0.41067511012863,0.0431698617954054,0.70983651886361,-0.0561674538672422,0.317123955711135,0.0581596942099855,0.957610500103173
WBGene00000205,PFOSA,-0.51676787,5.52135234729074e-07,-0.0846191606187887,0.51880600713428,-0.0387020743089672,0.999139297746776,-0.0566328414947659,0.891883683506298,-0.0843597339695833,0.998843368542314,0.080636123,0.824623609,-0.0432931586899033,0.845010962709549,0.04099682052003,0.868956817799685,-0.135840367635928,0.169369975523385,0.0552327361431723,0.995085653440974
WBGene00000228,PFOSA,-0.341677921,1.15000134820075e-06,-0.146086572507767,0.0625557026774351,0.0168444584045791,0.999139297746776,-0.0182147515550662,0.964380980719316,0.0394105810946604,0.998843368542314,-0.048478066,0.869153765,0.0710897766957792,0.576660828940246,0.0589291934862868,0.67537855042792,-0.0898289462239374,0.196802386190077,-0.0525833750857101,0.986381978204748
WBGene00000231,PFOSA,-0.347238107,0.000177826,-0.103766668599889,0.39880879609954,0.0160497493103289,0.999139297746776,0.0063257885709666,0.99147537122843,0.0484589570234507,0.998843368542314,-0.034944788,0.956218241,0.0607778243548431,0.766208645610311,-0.0078947127333289,0.97897746357048,-0.0256865220987379,0.825668298906855,-0.0837682707081739,0.977047150158856
WBGene00000241,PFOSA,0.379506792,0.007591262,0.161982734777461,0.423585681980333,0.0415188515051257,0.999139297746776,0.0564959383062984,0.948787296291093,0.163760278348793,0.998843368542314,-0.053731854,0.961763079,-0.0365039260528682,0.928942757469394,0.159310871016386,0.601744408785356,0.216767196813191,0.165087372305158,-0.11101726366089,0.995085653440974
WBGene00000244,PFOSA,0.45972473,0.001435504,0.184414296464568,0.352575123059597,0.033876461446435,0.999139297746776,0.0242757896201414,0.97965944918668,-0.221274721731946,0.971560301053935,-0.021270984,0.987159506,-0.0215304187537488,0.963676178547439,-0.0885313721672129,0.817470529550867,0.226145860889543,0.148582690103897,-0.0726498003318001,0.996809935913162
WBGene00000249,PFOSA,-0.415661021,1.16882040310123e-05,-0.186855697278435,0.0876152253973754,-0.0719246304324592,0.999139297746776,0.046842907446209,0.909847016653041,-0.0269649198298805,0.998843368542314,-0.040819813,0.939904412,-0.0395497221721146,0.85442512585632,-0.0021183858575816,0.992805521475078,-0.100095476882181,0.30470414614706,0.0195651552727243,0.999077252564793
WBGene00000266,PFOSA,-0.69397739,1.49389572109389e-14,-0.0065152517384775,0.953005270384745,0.0265238046155673,0.999139297746776,-0.0015274196573219,0.995316197356774,0.0187621748253333,0.998843368542314,0.031000672,0.930861687,0.0161655930129555,0.919731705661555,0.0396862426282124,0.788460763166975,0.0300147174752854,0.684477400422678,-0.0052842696731727,0.999077252564793
WBGene00000269,PFOSA,-0.133038244,0.049661536,-0.092058776248087,0.315468187051281,0.0482895903320925,0.999139297746776,-0.0494494945942625,0.878015906635618,0.0422524548826024,0.998843368542314,-0.001569508,0.996384705,0.0734034608603963,0.592629676058257,0.111220955021169,0.360925856325556,-0.0883330546091194,0.23860181562631,0.0586236333831416,0.984767003956602
WBGene00000274,PFOSA,-0.441830113,1.65806808708325e-06,-0.0662148142861425,0.595248046498911,0.0347425563687189,0.999139297746776,0.0262367296062977,0.959684591628798,0.0391832817567914,0.998843368542314,0.023282222,0.970758204,-0.0328078333739368,0.878875977150338,-0.0241443144393567,0.924605819191931,-0.149321802449233,0.0960174076725366,0.018310495076024,0.999077252564793
WBGene00000292,PFOSA,-0.142255633,0.011525676,-0.100696757765651,0.161404500342314,-0.0176271148629495,0.999139297746776,-0.0739589670247954,0.692290120961375,-0.0346697954411148,0.998843368542314,-0.014469888,0.971304832,0.0307911066901473,0.822652499627441,0.0382045607513119,0.784762235760348,-0.0895782730723,0.14352817243386,-0.0515470518956202,0.981207289090523
WBGene00000293,PFOSA,0.258486873,1.92831477543664e-05,-0.0303518964920189,0.739977415880986,-0.0146284796301754,0.999139297746776,-0.0121799462303993,0.974789085706254,-0.0167186658287448,0.998843368542314,0.031522969,0.921239323,0.0233232181905353,0.873529462690012,0.0606099070526507,0.613509724941856,0.0120925885709257,0.873402881763551,0.046584801429705,0.986381978204748
WBGene00000294,PFOSA,-0.210959458,0.000615583,-0.0438795167124632,0.630178351427118,-0.0184063167103998,0.999139297746776,0.0197417011975481,0.958634365042454,0.0414346695421762,0.998843368542314,-0.047820318,0.857998064,0.0758466645561078,0.5173379116199,-0.010267852708735,0.959110197772284,-0.0877870324913779,0.181760217945274,-0.033667549831028,0.996089386489955
WBGene00000382,PFOSA,-0.517107422,2.57233030206994e-06,-0.0681901989380043,0.654422688804228,0.0498091196253361,0.999139297746776,-0.0095690057653658,0.989013885850973,0.0932035761504485,0.998843368542314,-0.077462931,0.860789656,0.0977175505506176,0.634158444322555,0.0362092213423272,0.899628466832498,-0.162848082998062,0.129678275434767,0.0791696685917478,0.990347908499794
WBGene00000395,PFOSA,-0.455864485,0.017520783,-0.299453150834519,0.231493968410104,0.0420711440083014,0.999139297746776,0.0749711688651561,0.946023588517254,0.0394977919621195,0.998843368542314,0.011065257,0.993671815,0.0459278021887038,0.930063066281247,-0.0951906600986067,0.853553251977912,-0.352062290248066,0.0877048567905972,-0.078227180611553,0.996809935913162
WBGene00000406,PFOSA,-0.533374078,1.19459708729144e-05,-0.161970975310961,0.270597954976724,0.193076457909654,0.797061312463157,0.139551501660998,0.699826898190501,0.0711577197160509,0.998843368542314,0.027979776,0.971304832,0.166136556657717,0.393201715168999,0.104652586839864,0.661679716879458,-0.135177819416523,0.268453240080956,0.287875434538654,0.196616782507069
WBGene00000407,PFOSA,-0.341920647,0.004798369,-0.197171496135685,0.203184421477791,-0.177393869373287,0.954828568558256,-0.0031522291586049,0.995316197356774,0.0166604807389658,0.998843368542314,0.006662118,0.993671815,0.0337818405817437,0.915148833521051,0.078815588170419,0.788072668830596,-0.135922001436689,0.306602266897669,0.0233522188429034,0.999077252564793
WBGene00000410,PFOSA,-0.15924261,0.028834393,0.119828160052815,0.201639122820923,-0.0524514637586145,0.999139297746776,0.0585943872430183,0.857025205298733,-0.0360278860626933,0.998843368542314,0.032790038,0.945667281,0.0708011319611474,0.641713247527158,0.10631751986949,0.437912230208773,-0.0578064851555806,0.49793221973118,0.0890496519026591,0.957610500103173
WBGene00000415,PFOSA,0.667724622,3.9844231687687503e-10,0.0359924995183059,0.802166221647364,-0.0230532308573137,0.999139297746776,-0.0164398598386634,0.976605321860532,-0.0530958721323769,0.998843368542314,0.045263515,0.930708421,0.140344999268175,0.351044521030922,0.0644814878713636,0.760788422416913,0.0019789642961984,0.986758715446578,0.0038768578776585,0.999791059957646
WBGene00000418,PFOSA,-0.24199485,0.014835021,-0.116011984340667,0.396412476635847,-0.182310377160644,0.761877194981183,-0.131116639297158,0.690495409514413,-0.0151963824422468,0.998843368542314,0.108609609,0.76100686,-0.109922164943288,0.581710250242967,-0.132621895955542,0.494070409344567,-0.107353777132243,0.33455584921726,-0.0046449640606965,0.999791059957646
WBGene00000421,PFOSA,0.166027743,0.003311045,0.0350546449687374,0.690699053118389,0.0297037530319183,0.999139297746776,-0.056338662635645,0.792457287173382,0.0098911848573444,0.998843368542314,-0.025266479,0.946087356,0.0988118667306297,0.296481713670168,-0.0192003940945329,0.907751364830636,0.0262824271513055,0.707987885907043,-0.0120104042986131,0.999077252564793
WBGene00000438,PFOSA,0.581477503,6.57362534303063e-05,0.247059098285732,0.177454335111077,0.0191389504319625,0.999139297746776,0.139057436782972,0.806227010658984,0.185919453578903,0.998843368542314,-0.025355675,0.982143142,0.0649229217465847,0.855967433601857,0.0618667090246099,0.878016293027833,0.280747290136713,0.0644216238667811,0.135916920667195,0.977047150158856
WBGene00000454,PFOSA,0.450347771,0.008678441,0.263797531683959,0.255497965439231,0.0889771551272417,0.999139297746776,0.0907844623037638,0.918386754694766,-0.0758968031371802,0.998843368542314,-0.067045746,0.956943833,0.0703428589654809,0.879524180994695,-0.0351063409551576,0.950632045923618,0.165207662239529,0.412401738360178,0.066157802784541,0.999077252564793
WBGene00000458,PFOSA,0.239142825,0.01199248,0.11013717320495,0.40721607691705,-0.0211882883061123,0.999139297746776,0.0350533752140372,0.953995914343178,0.015290782358601,0.998843368542314,-0.041771594,0.947385374,0.0749342663440033,0.725774757542587,0.020179682877371,0.946336158668883,0.0014725802642786,0.990984013640688,-0.0693705592225622,0.995085653440974
WBGene00000459,PFOSA,0.235580534,0.002000288,-0.0040969249473424,0.976384020858953,0.0495312415837627,0.999139297746776,0.0083908126557178,0.988248933888948,0.0562146234037451,0.998843368542314,-0.064564297,0.842017508,0.051818380757643,0.764193030524462,0.0359611566693607,0.862963671222581,0.122944411089271,0.133042712197819,0.0269956368919184,0.999077252564793
WBGene00000462,PFOSA,-0.375743909,0.001468186,-0.0752924538164573,0.672005302752578,-0.0180328888364711,0.999139297746776,-0.0922457093086642,0.85739724000378,-0.041603901243366,0.998843368542314,-0.053331635,0.940554733,-0.181969962845845,0.369326002822601,-0.0894058745740971,0.746255059603562,-0.09034093533335,0.498737719506464,-0.10960154578587,0.977047150158856
WBGene00000464,PFOSA,0.24838912,3.59016277719361e-06,0.0357153986896235,0.635402305170675,0.0595541868321947,0.999139297746776,0.0343265886236059,0.882906120156769,-0.0228925913843552,0.998843368542314,0.070703157,0.627889622,-0.0131133240520914,0.92221698967705,0.0002928591387272,0.998139651260952,0.0447144038678753,0.431543937322188,0.0687054845331429,0.935102036724634
WBGene00000466,PFOSA,0.159494698,0.021877953,0.0936699035983916,0.321195196171904,0.0713948643068464,0.999139297746776,-0.0741438761895946,0.779368029087705,0.0096445629536628,0.998843368542314,-0.05193509,0.874347987,0.0390829169193542,0.820473950195158,0.0487427156782437,0.780506729297504,0.0190504926018444,0.836452847071099,0.0552127379784184,0.990829627883151
WBGene00000467,PFOSA,-0.352771668,0.022386891,-0.289937481662462,0.14031653223273,-0.310998436283356,0.639885124991368,-0.196467505534844,0.701884755382363,-0.272329805829998,0.868196244508899,-0.092486896,0.910505882,-0.163035256773978,0.602364216011245,-0.107586824117995,0.77717097871287,-0.296140298218358,0.0729930629281709,-0.0987685586790411,0.995085653440974
WBGene00000477,PFOSA,0.382366607,0.002310496,-0.0551447076639083,0.79570402277522,0.0120267637477226,0.999139297746776,0.0561995745722009,0.936822316697486,0.116440372130536,0.998843368542314,-0.092465661,0.878671239,0.0290809832729432,0.935743304783054,-0.166486080144202,0.518430585646037,-0.0019454414540936,0.990984013640688,-0.0532380544568303,0.996809935913162
WBGene00000479,PFOSA,-0.715162351,4.2136350546432e-11,-0.14132461011837,0.186871815893795,-0.018854426065392,0.999139297746776,0.0540574909870668,0.890437326232778,0.0401730398040602,0.998843368542314,-0.060917672,0.87709017,-0.0626714125307079,0.736534247650991,-0.0417725676588787,0.852944207946594,-0.162670962079876,0.0692124882221008,-0.0244341700110635,0.999077252564793
WBGene00000481,PFOSA,0.539763055,6.72308911405788e-06,0.223121907211393,0.114872628356877,-0.0328310007361902,0.999139297746776,0.093714831028989,0.851776118566068,-0.0232182099981772,0.998843368542314,0.065815538,0.915205669,0.0009322057956693,0.997521692641459,0.123713306864547,0.60146000440834,0.202818408592363,0.0937966646124425,0.101756316718533,0.981699784488181
WBGene00000482,PFOSA,-0.326043624,1.35892642728836e-05,-0.0862898537742519,0.366952209995988,0.0006480303302966,0.999139297746776,-0.0121591747431955,0.977295576020815,0.0252457420860177,0.998843368542314,0.001835843,0.995648249,0.0138067414868084,0.947203177284657,-0.0294563443280285,0.880422209623083,-0.146016466248976,0.0521388416619628,-0.0061714640495684,0.999077252564793
WBGene00000484,PFOSA,0.450148618,0.006703828,0.267678941016242,0.224834145888738,-0.0123229332265777,0.999139297746776,0.0190781350198701,0.988248933888948,0.0714035251305082,0.998843368542314,0.049289181,0.970716118,0.0448745160421416,0.923526260370138,-0.11799878495563,0.787323327424155,0.0959974750575584,0.644154934082014,-0.131873768228251,0.995085653440974
WBGene00000487,PFOSA,0.794633657,0.002249795,0.487665311677553,0.154701600551496,0.307982072178255,0.999139297746776,0.258465719174137,0.815562347473032,0.319232014953812,0.998843368542314,-0.008702536,0.994637714,-0.0295389284808066,0.97520816846361,0.0550571991206809,0.950631615862016,0.413383011495275,0.156736226057532,0.279162217973527,0.977047150158856
WBGene00000491,PFOSA,0.226830536,0.019181142,-0.0744654174440058,0.619102898434074,-0.0719924371605823,0.999139297746776,0.0013887884171689,0.996984988958267,0.0835933772006136,0.998843368542314,-0.037306044,0.956856437,-0.0243517863495075,0.92907925380956,-0.0282152201964375,0.926371765771825,0.162773331083495,0.122526865008176,0.0597964836930714,0.995085653440974
