family,study_id,namespace,GO_id,term,enrichment,p_raw,study_count,study_n,pop_count,pop_n,p_fdr_bh_family
chemical_by_module,PFBA|M2,BP,GO:0043436,oxoacid metabolic process,e,5.499931213508547e-05,8,26,91,1596,0.02190985418315611
chemical_by_module,PFBA|M2,BP,GO:0019752,carboxylic acid metabolic process,e,5.499931213508547e-05,8,26,91,1596,0.02190985418315611
chemical_by_module,PFBA|M2,BP,GO:0015850,organic hydroxy compound transport,e,7.44201610100295e-05,3,26,6,1596,0.02752885518712777
chemical_by_module,PFBA|M2,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",e,4.403808883123756e-06,7,27,43,1555,0.003300905852267398
chemical_by_module,PFBA|M2,MF,GO:0015166,polyol transmembrane transporter activity,e,4.6765357345646926e-06,3,27,3,1555,0.0034591243881118075
chemical_by_module,PFBA|M3,BP,GO:0006805,xenobiotic metabolic process,e,3.822482414312e-05,5,23,27,1469,0.016290733718790685
chemical_by_module,PFBA|M3,MF,GO:0005506,iron ion binding,e,2.829817152892685e-07,9,30,53,1537,0.00040301076801017247
chemical_by_module,PFBA|M3,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",e,5.459878020425424e-07,9,30,57,1537,0.0006712861106566076
chemical_by_module,PFBA|M3,MF,GO:0004497,monooxygenase activity,e,2.4013557017480408e-06,8,30,50,1537,0.0020216221087341795
chemical_by_module,PFBA|M3,MF,GO:0016491,oxidoreductase activity,e,3.095152275319228e-06,12,30,136,1537,0.002474151524120425
chemical_by_module,PFBA|M3,MF,GO:0020037,heme binding,e,2.609544356186322e-05,8,30,68,1537,0.012422521474314382
chemical_by_module,PFBA|M3,MF,GO:0046906,tetrapyrrole binding,e,2.913077104163907e-05,8,30,69,1537,0.01345149829992319
chemical_by_module,PFBA|M3,MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",e,9.896904579453314e-05,5,30,26,1537,0.033827421914479835
chemical_by_module,PFBA|M4,BP,GO:0046434,organophosphate catabolic process,e,2.632952976727435e-07,7,41,11,742,0.0003781252359409596
chemical_by_module,PFBA|M4,BP,GO:0009137,purine nucleoside diphosphate catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009261,ribonucleotide catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009134,nucleoside diphosphate catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009135,purine nucleoside diphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009191,ribonucleoside diphosphate catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009185,ribonucleoside diphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0046034,ATP metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009154,purine ribonucleotide catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009132,nucleoside diphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0006195,purine nucleotide catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009144,purine nucleoside triphosphate metabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,BP,GO:0009181,purine ribonucleoside diphosphate catabolic process,e,7.831831796840812e-06,5,41,7,742,0.004902755392850908
chemical_by_module,PFBA|M4,MF,GO:0003824,catalytic activity,e,2.03949128278754e-08,50,57,416,781,4.100553185142445e-05
chemical_by_module,PFBA|M4,MF,GO:0015020,glucuronosyltransferase activity,e,3.960671358053414e-07,11,57,26,781,0.0005127839200151291
chemical_by_module,PFBA|M4,MF,GO:0016491,oxidoreductase activity,e,1.2523917391092533e-06,20,57,92,781,0.001223042833268756
chemical_by_module,PFBA|M4,MF,GO:0008194,UDP-glycosyltransferase activity,e,4.69585461612964e-06,11,57,32,781,0.0034591243881118075
chemical_by_module,PFBA|M4,MF,GO:0016758,hexosyltransferase activity,e,4.082814722028599e-05,11,57,39,781,0.01735693913382999
chemical_by_module,PFBSA|M0,BP,GO:0007218,neuropeptide signaling pathway,e,0.00015422691933564942,13,179,22,809,0.046898979159329446
chemical_by_module,PFBSA|M1,BP,GO:0022402,cell cycle process,e,2.0939616770400896e-16,81,428,128,1445,3.976177296049714e-12
chemical_by_module,PFBSA|M1,BP,GO:1903047,mitotic cell cycle process,e,1.4860605466328496e-12,59,428,92,1445,1.0158650454360294e-08
chemical_by_module,PFBSA|M1,BP,GO:1903046,meiotic cell cycle process,e,1.1925101088923237e-10,33,428,43,1445,5.508075272961871e-07
chemical_by_module,PFBSA|M1,BP,GO:0051726,regulation of cell cycle,e,1.6641707140960657e-09,49,428,80,1445,4.4438298573172425e-06
chemical_by_module,PFBSA|M1,BP,GO:0090068,positive regulation of cell cycle process,e,3.295309678478581e-09,18,428,19,1445,7.71459080468919e-06
chemical_by_module,PFBSA|M1,BP,GO:0010564,regulation of cell cycle process,e,4.0331946379753255e-08,42,428,69,1445,7.411493875648872e-05
chemical_by_module,PFBSA|M1,BP,GO:0045787,positive regulation of cell cycle,e,7.524245882201934e-08,21,428,26,1445,0.00012912947384929464
chemical_by_module,PFBSA|M1,BP,GO:0051983,regulation of chromosome segregation,e,2.1252882715483348e-07,20,428,25,1445,0.0003131117588959818
chemical_by_module,PFBSA|M1,BP,GO:0051276,chromosome organization,e,2.2360967749603601e-07,31,428,47,1445,0.00032662111345636803
chemical_by_module,PFBSA|M1,BP,GO:0032502,developmental process,e,3.411762559765737e-07,114,428,265,1445,0.0004603637194656694
chemical_by_module,PFBSA|M1,BP,GO:0035556,intracellular signal transduction,e,4.707260184753996e-07,48,428,88,1445,0.0005915191605252009
chemical_by_module,PFBSA|M1,BP,GO:0033554,cellular response to stress,e,6.521308654645003e-07,61,428,121,1445,0.0007739480053959558
chemical_by_module,PFBSA|M1,BP,GO:0006260,DNA replication,e,7.166947834437928e-07,21,428,28,1445,0.0007982956427868488
chemical_by_module,PFBSA|M1,BP,GO:0051783,regulation of nuclear division,e,7.193578019132628e-07,15,428,17,1445,0.0007982956427868488
chemical_by_module,PFBSA|M1,BP,GO:0018996,"molting cycle, collagen and cuticulin-based cuticle",e,7.193578019132628e-07,15,428,17,1445,0.0007982956427868488
chemical_by_module,PFBSA|M1,CC,GO:0005576,extracellular region,e,3.692032581745544e-07,30,475,45,1581,0.0004896785751807233
chemical_by_module,PFBSA|M1,CC,GO:0000776,kinetochore,e,2.507406161053084e-06,21,475,29,1581,0.002070112103950778
chemical_by_module,PFBSA|M1,CC,GO:0005788,endoplasmic reticulum lumen,e,1.3431304815523675e-05,15,475,19,1581,0.0074525862391824045
chemical_by_module,PFBSA|M1,CC,GO:0005783,endoplasmic reticulum,e,0.00016580837881382805,47,475,99,1581,0.04928084544505113
chemical_by_module,PFBSA|M1,MF,GO:0005515,protein binding,e,2.9122220410251096e-05,151,421,385,1371,0.01345149829992319
chemical_by_module,PFBSA|M1,MF,GO:0003756,protein disulfide isomerase activity,e,7.547197435556616e-05,8,421,8,1371,0.027619025578997647
chemical_by_module,PFBSA|M1,MF,GO:0016864,"intramolecular oxidoreductase activity, transposing S-S bonds",e,7.547197435556616e-05,8,421,8,1371,0.027619025578997647
chemical_by_module,PFBSA|M1,MF,GO:0042302,structural constituent of cuticle,e,0.00016642711812637405,9,421,10,1371,0.04937886816090139
chemical_by_module,PFBSA|M2,BP,GO:0006281,DNA repair,e,6.882946880392387e-07,19,218,43,1596,0.0007947896884541747
chemical_by_module,PFBSA|M2,BP,GO:0006310,DNA recombination,e,5.824050656626369e-06,12,218,22,1596,0.004112910880854503
chemical_by_module,PFBSA|M2,BP,GO:0000725,recombinational repair,e,7.0592824669319015e-06,10,218,16,1596,0.004768475550656898
chemical_by_module,PFBSA|M2,BP,GO:0000724,double-strand break repair via homologous recombination,e,7.0592824669319015e-06,10,218,16,1596,0.004768475550656898
chemical_by_module,PFBSA|M2,BP,GO:1903047,mitotic cell cycle process,e,8.696269522399388e-06,21,218,58,1596,0.005307799161101904
chemical_by_module,PFBSA|M2,BP,GO:0006302,double-strand break repair,e,1.3212788384969412e-05,11,218,20,1596,0.007355219290563152
chemical_by_module,PFBSA|M2,BP,GO:0006974,DNA damage response,e,1.836022627785587e-05,20,218,56,1596,0.009654597878951662
chemical_by_module,PFBSA|M2,BP,GO:0032787,monocarboxylic acid metabolic process,e,3.4982280887549905e-05,17,218,45,1596,0.015332313411531344
chemical_by_module,PFBSA|M2,BP,GO:0022402,cell cycle process,e,3.4989100173185475e-05,29,218,101,1596,0.015332313411531344
chemical_by_module,PFBSA|M2,BP,GO:0006259,DNA metabolic process,e,3.78100261407772e-05,21,218,63,1596,0.016154239143581706
chemical_by_module,PFBSA|M2,CC,GO:0031261,DNA replication preinitiation complex,e,5.6561214412862264e-05,5,241,5,1692,0.02221769349461736
chemical_by_module,PFBSA|M3,BP,GO:0043207,response to external biotic stimulus,e,1.3150526454229926e-06,43,275,116,1469,0.0012485621225008002
chemical_by_module,PFBSA|M3,BP,GO:0044419,biological process involved in interspecies interaction between organisms,e,1.3150526454229926e-06,43,275,116,1469,0.0012485621225008002
chemical_by_module,PFBSA|M3,BP,GO:0051707,response to other organism,e,1.3150526454229926e-06,43,275,116,1469,0.0012485621225008002
chemical_by_module,PFBSA|M3,BP,GO:0009607,response to biotic stimulus,e,1.3150526454229926e-06,43,275,116,1469,0.0012485621225008002
chemical_by_module,PFBSA|M3,BP,GO:0006952,defense response,e,1.536003820087018e-06,43,275,117,1469,0.001437043665989635
chemical_by_module,PFBSA|M3,BP,GO:0009605,response to external stimulus,e,1.5387977160551155e-06,46,275,129,1469,0.001437043665989635
chemical_by_module,PFBSA|M3,BP,GO:0140546,defense response to symbiont,e,4.852902585766966e-06,32,275,80,1469,0.0035291753149148462
chemical_by_module,PFBSA|M3,BP,GO:0045087,innate immune response,e,4.852902585766966e-06,32,275,80,1469,0.0035291753149148462
chemical_by_module,PFBSA|M3,BP,GO:0098542,defense response to other organism,e,4.852902585766966e-06,32,275,80,1469,0.0035291753149148462
chemical_by_module,PFBSA|M3,BP,GO:0006955,immune response,e,1.759226190332001e-05,32,275,84,1469,0.009283773215772667
chemical_by_module,PFBSA|M3,BP,GO:0002376,immune system process,e,2.161896878061841e-05,32,275,85,1469,0.01083478048574459
chemical_by_module,PFBSA|M3,CC,GO:0000786,nucleosome,e,1.3591716199566112e-07,13,305,16,1577,0.0002092622258369053
chemical_by_module,PFBSA|M3,CC,GO:0032993,protein-DNA complex,e,1.3591716199566112e-07,13,305,16,1577,0.0002092622258369053
chemical_by_module,PFBSA|M3,CC,GO:0005694,chromosome,e,8.221335181012246e-07,18,305,30,1577,0.0008892518741138051
chemical_by_module,PFBSA|M3,MF,GO:0030527,structural constituent of chromatin,e,4.635008084054417e-08,13,307,15,1537,8.426789856987402e-05
chemical_by_module,PFBSA|M3,MF,GO:0046983,protein dimerization activity,e,3.0626960905373224e-07,18,307,28,1537,0.000425537966810356
chemical_by_module,PFBSA|M3,MF,GO:0046982,protein heterodimerization activity,e,7.083363841710192e-07,13,307,17,1537,0.0007982956427868488
chemical_by_module,PFBSA|M4,BP,GO:0140546,defense response to symbiont,e,9.347836176239455e-13,79,320,105,742,7.26152661219612e-09
chemical_by_module,PFBSA|M4,BP,GO:0045087,innate immune response,e,9.347836176239455e-13,79,320,105,742,7.26152661219612e-09
chemical_by_module,PFBSA|M4,BP,GO:0098542,defense response to other organism,e,9.347836176239455e-13,79,320,105,742,7.26152661219612e-09
chemical_by_module,PFBSA|M4,BP,GO:0006955,immune response,e,1.4729283061689891e-12,80,320,107,742,1.0158650454360294e-08
chemical_by_module,PFBSA|M4,BP,GO:0002376,immune system process,e,1.4729283061689891e-12,80,320,107,742,1.0158650454360294e-08
chemical_by_module,PFBSA|M4,BP,GO:0043207,response to external biotic stimulus,e,2.942687975145429e-10,85,320,123,742,1.0353713463419024e-06
chemical_by_module,PFBSA|M4,BP,GO:0044419,biological process involved in interspecies interaction between organisms,e,2.942687975145429e-10,85,320,123,742,1.0353713463419024e-06
chemical_by_module,PFBSA|M4,BP,GO:0051707,response to other organism,e,2.942687975145429e-10,85,320,123,742,1.0353713463419024e-06
chemical_by_module,PFBSA|M4,BP,GO:0009607,response to biotic stimulus,e,2.942687975145429e-10,85,320,123,742,1.0353713463419024e-06
chemical_by_module,PFBSA|M4,BP,GO:0009605,response to external stimulus,e,6.581438138363261e-10,85,320,124,742,2.0085021364431126e-06
chemical_by_module,PFBSA|M4,BP,GO:0006952,defense response,e,6.581438138363261e-10,85,320,124,742,2.0085021364431126e-06
chemical_by_module,PFBSA|M4,BP,GO:0006950,response to stress,e,1.9330964712560317e-07,104,320,172,742,0.00028888107359132336
chemical_by_module,PFBSA|M4,BP,GO:0050896,response to stimulus,e,1.129267468028959e-06,111,320,190,742,0.0011286004737934567
chemical_by_module,PFBSA|M4,CC,GO:0000786,nucleosome,e,1.3771390818561092e-10,38,339,42,769,6.034658767951979e-07
chemical_by_module,PFBSA|M4,CC,GO:0032993,protein-DNA complex,e,1.3771390818561092e-10,38,339,42,769,6.034658767951979e-07
chemical_by_module,PFBSA|M4,CC,GO:0005694,chromosome,e,1.4711942997328909e-09,41,339,48,769,3.990883089365894e-06
chemical_by_module,PFBSA|M4,MF,GO:0046982,protein heterodimerization activity,e,1.0508812876404869e-10,37,350,40,781,5.128679235374647e-07
chemical_by_module,PFBSA|M4,MF,GO:0030527,structural constituent of chromatin,e,9.132767288824448e-10,37,350,41,781,2.6453911811742527e-06
chemical_by_module,PFBSA|M4,MF,GO:0046983,protein dimerization activity,e,6.341793131645336e-08,39,350,47,781,0.00011289646920886002
chemical_by_module,PFBSA|M4,MF,GO:0015020,glucuronosyltransferase activity,e,2.929849324735317e-05,22,350,26,781,0.01345149829992319
chemical_by_module,PFBSA|M4,MF,GO:0008194,UDP-glycosyltransferase activity,e,3.053358768878661e-05,26,350,32,781,0.013768231140965549
chemical_by_module,PFBSA|M4,MF,GO:0005198,structural molecule activity,e,0.00013151069123812627,39,350,56,781,0.0415435224064779
chemical_by_module,PFBS|M2,BP,GO:0006629,lipid metabolic process,e,4.620047584302244e-10,23,78,112,1596,1.5481598276660181e-06
chemical_by_module,PFBS|M2,BP,GO:0043436,oxoacid metabolic process,e,2.3362667281646268e-09,20,78,91,1596,5.703794965380094e-06
chemical_by_module,PFBS|M2,BP,GO:0019752,carboxylic acid metabolic process,e,2.3362667281646268e-09,20,78,91,1596,5.703794965380094e-06
chemical_by_module,PFBS|M2,BP,GO:0006631,fatty acid metabolic process,e,6.746952418062273e-09,13,78,38,1596,1.4608100982247995e-05
chemical_by_module,PFBS|M2,BP,GO:0032787,monocarboxylic acid metabolic process,e,6.822078705507307e-09,14,78,45,1596,1.4608100982247995e-05
chemical_by_module,PFBS|M2,BP,GO:0044281,small molecule metabolic process,e,3.323168908390076e-08,26,78,173,1596,6.381193744662422e-05
chemical_by_module,PFBS|M2,BP,GO:0044283,small molecule biosynthetic process,e,1.7010767573093154e-06,12,78,49,1596,0.0015463421103585357
chemical_by_module,PFBS|M2,BP,GO:0008610,lipid biosynthetic process,e,5.185026254169121e-06,12,78,54,1596,0.0037231756378623892
chemical_by_module,PFBS|M2,BP,GO:0046394,carboxylic acid biosynthetic process,e,6.226067355929755e-06,9,78,30,1596,0.004325319857971704
chemical_by_module,PFBS|M2,BP,GO:0006665,sphingolipid metabolic process,e,1.2526964892219486e-05,8,78,25,1596,0.007042255832616506
chemical_by_module,PFBS|M2,BP,GO:0043207,response to external biotic stimulus,e,5.180408025714816e-05,10,78,47,1596,0.020890419479913474
chemical_by_module,PFBS|M2,BP,GO:0044419,biological process involved in interspecies interaction between organisms,e,5.180408025714816e-05,10,78,47,1596,0.020890419479913474
chemical_by_module,PFBS|M2,BP,GO:0051707,response to other organism,e,5.180408025714816e-05,10,78,47,1596,0.020890419479913474
chemical_by_module,PFBS|M2,BP,GO:0006952,defense response,e,5.180408025714816e-05,10,78,47,1596,0.020890419479913474
chemical_by_module,PFBS|M2,BP,GO:0009607,response to biotic stimulus,e,5.180408025714816e-05,10,78,47,1596,0.020890419479913474
chemical_by_module,PFBS|M2,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",e,1.141573655218022e-08,14,83,43,1555,2.3505276638928283e-05
chemical_by_module,PFBS|M2,MF,GO:0016746,acyltransferase activity,e,1.134126284425617e-07,17,83,75,1555,0.00017946393322412364
chemical_by_module,PFBS|M2,MF,GO:0015166,polyol transmembrane transporter activity,e,0.0001469007794282183,3,83,3,1555,0.04507216571544539
chemical_by_module,PFBS|M2,MF,GO:0016454,C-palmitoyltransferase activity,e,0.0001469007794282183,3,83,3,1555,0.04507216571544539
chemical_by_module,PFBS|M2,MF,GO:0004758,serine C-palmitoyltransferase activity,e,0.0001469007794282183,3,83,3,1555,0.04507216571544539
chemical_by_module,PFBS|M2,MF,GO:0003824,catalytic activity,e,0.00015531817332995346,55,83,711,1555,0.04706333422680092
chemical_by_module,PFBS|M3,BP,GO:0006629,lipid metabolic process,e,4.923425320771412e-06,24,122,112,1469,0.0035652901012479385
chemical_by_module,PFBS|M3,BP,GO:0008152,metabolic process,e,6.366047236496204e-05,59,122,465,1469,0.024393522571075445
chemical_by_module,PFBS|M3,MF,GO:0016491,oxidoreductase activity,e,6.8382382493744236e-09,35,148,136,1537,1.4608100982247995e-05
chemical_by_module,PFBS|M3,MF,GO:0004497,monooxygenase activity,e,2.26430982729057e-07,18,148,50,1537,0.0003279392247238399
chemical_by_module,PFBS|M3,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",e,4.1429345522329406e-07,19,148,57,1537,0.0005283756507776547
chemical_by_module,PFBS|M3,MF,GO:0005506,iron ion binding,e,3.304555652112267e-06,17,148,53,1537,0.002567023892683338
chemical_by_module,PFBS|M3,MF,GO:0003824,catalytic activity,e,5.5207485640420305e-06,94,148,703,1537,0.003947658614419327
chemical_by_module,PFBS|M3,MF,GO:0020037,heme binding,e,8.508250145006368e-06,19,148,68,1537,0.005230400868818141
chemical_by_module,PFBS|M3,MF,GO:0046906,tetrapyrrole binding,e,1.0777238489946669e-05,19,148,69,1537,0.0063292758786714625
chemical_by_module,PFBS|M4,BP,GO:1901136,carbohydrate derivative catabolic process,e,1.153249759625452e-06,17,169,25,742,0.0011437899209593215
chemical_by_module,PFBS|M4,BP,GO:0043207,response to external biotic stimulus,e,1.9373065808309376e-05,47,169,123,742,0.009972402330042963
chemical_by_module,PFBS|M4,BP,GO:0044419,biological process involved in interspecies interaction between organisms,e,1.9373065808309376e-05,47,169,123,742,0.009972402330042963
chemical_by_module,PFBS|M4,BP,GO:0051707,response to other organism,e,1.9373065808309376e-05,47,169,123,742,0.009972402330042963
chemical_by_module,PFBS|M4,BP,GO:0009607,response to biotic stimulus,e,1.9373065808309376e-05,47,169,123,742,0.009972402330042963
chemical_by_module,PFBS|M4,BP,GO:0009605,response to external stimulus,e,3.171313046404773e-05,47,169,124,742,0.01415076314144985
chemical_by_module,PFBS|M4,BP,GO:0006952,defense response,e,3.171313046404773e-05,47,169,124,742,0.01415076314144985
chemical_by_module,PFBS|M4,BP,GO:0050830,defense response to Gram-positive bacterium,e,3.7341172487346916e-05,11,169,15,742,0.015993907360689473
chemical_by_module,PFBS|M4,MF,GO:0003824,catalytic activity,e,7.324391319576961e-09,120,164,416,781,1.5453471013881272e-05
chemical_by_module,PFEESA|M1,BP,GO:0044085,cellular component biogenesis,e,1.3756712655811328e-11,11,45,24,1445,7.583898181179033e-08
chemical_by_module,PFEESA|M1,BP,GO:0022613,ribonucleoprotein complex biogenesis,e,1.485852401631045e-10,10,45,22,1445,6.348267239658599e-07
chemical_by_module,PFEESA|M1,BP,GO:0042254,ribosome biogenesis,e,9.474863790952651e-07,6,45,13,1445,0.0009873443579329372
chemical_by_module,PFEESA|M1,BP,GO:0016072,rRNA metabolic process,e,9.866029766732745e-07,12,45,74,1445,0.0010096374976675804
chemical_by_module,PFEESA|M1,BP,GO:0006364,rRNA processing,e,1.0094281004407471e-06,11,45,61,1445,0.0010268467436739478
chemical_by_module,PFEESA|M1,BP,GO:0000154,rRNA modification,e,1.5753685401212697e-05,5,45,12,1445,0.008546949464704282
chemical_by_module,PFEESA|M1,CC,GO:0030684,preribosome,e,1.1033085414236769e-11,13,51,36,1581,6.285144214025498e-08
chemical_by_module,PFEESA|M1,CC,GO:0005730,nucleolus,e,2.9558847583582235e-11,18,51,88,1581,1.578617966620819e-07
chemical_by_module,PFEESA|M1,CC,GO:0032040,small-subunit processome,e,6.196597332757077e-09,10,51,29,1581,1.3753146591829243e-05
chemical_by_module,PFEESA|M1,CC,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,e,3.4210962247959333e-07,6,51,11,1581,0.0004603637194656694
chemical_by_module,PFEESA|M1,CC,GO:0170049,box C/D RNP complex,e,9.636058148470383e-07,4,51,4,1581,0.0009920437960936385
chemical_by_module,PFEESA|M1,CC,GO:0031428,box C/D methylation guide snoRNP complex,e,9.636058148470383e-07,4,51,4,1581,0.0009920437960936385
chemical_by_module,PFEESA|M1,CC,GO:1990904,ribonucleoprotein complex,e,4.677861241134339e-05,17,51,192,1581,0.019356944509651752
chemical_by_module,PFEESA|M1,CC,GO:0043232,intracellular membraneless organelle,e,0.00010907825617863225,22,51,314,1581,0.0365516958875923
chemical_by_module,PFEESA|M1,CC,GO:0043228,membraneless organelle,e,0.00010907825617863225,22,51,314,1581,0.0365516958875923
chemical_by_module,PFEESA|M2,BP,GO:0006629,lipid metabolic process,e,1.0866876494831535e-05,20,102,112,1596,0.006360062760582926
chemical_by_module,PFEESA|M2,MF,GO:0003824,catalytic activity,e,5.61818283122128e-08,76,107,711,1555,0.00010106756080767215
chemical_by_module,PFEESA|M2,MF,GO:0015020,glucuronosyltransferase activity,e,2.6494288703326725e-05,5,107,7,1555,0.012577354014193985
chemical_by_module,PFEESA|M3,BP,GO:0006629,lipid metabolic process,e,2.925028711173862e-05,25,141,112,1469,0.01345149829992319
chemical_by_module,PFEESA|M3,BP,GO:0008152,metabolic process,e,3.710080629947736e-05,67,141,465,1469,0.015930881145161762
chemical_by_module,PFEESA|M3,MF,GO:0016491,oxidoreductase activity,e,2.6866026636113838e-09,39,172,136,1537,6.466728290260872e-06
chemical_by_module,PFEESA|M3,MF,GO:0004497,monooxygenase activity,e,7.78754774952808e-08,20,172,50,1537,0.00013177070523233658
